document_id,coherence_relation,rstdt_relation,rstdt_nuclearity,verb,coreference_type,context,pronominalization,12person,proAntecedent,subject_or_not,non_subject_or_not
wsj_1328,contrast,Contrast,NN,need,subject,"When and if the trust runs out of cash -- which seems increasingly likely -- it will need to convert its Manville stock to cash.//But as an 80% owner, if it tried to sell much of its stock in the market, it would likely depress the price of its shares.",pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1328,contrast,Contrast,NN,comment,other,"The trust isn't commenting on when it might need to liquefy its Manville stock.//However, the trust's cash flow from investments is far short of its payments to asbestos victims.
Its cash and liquid securities fell by $338 million in the first six months of 1989.",non pronoun,other,other,not_subject,not_non_subject
wsj_1126,contrast,concession,SN,account,other,"U.S. companies account for less than 8% of the 1,000 or more Soviet joint ventures that have been announced since the Soviets began encouraging such undertakings in 1987.//But some U.S. companies are negotiating projects that could be among the biggest ones to be launched.
Chevron Corp., Amoco Corp., Archer-Daniels-Midland Co., and Eastman Kodak Co. are among the U.S. companies known to be considering such ventures. 

Sheraton and Pan Am said they are assured under the Soviet joint-venture law that they can repatriate profits from their hotel venture.
The Sheraton Moscow will charge about $140 to $150 a day for each of its rooms, and it will accept payment only in currencies that can be traded in foreign exchange markets, according to a Sheraton executive. 

Thomas Plaskett, Pan Am's chairman, said the U.S. airline's participation is a natural outgrowth of its current arrangements with Aeroflot to jointly operate nonstop New York-Moscow flights.
He said the rising volume of passenger traffic on this route justifies a major investment in new high-standard Moscow hotels.",non pronoun,other,other,not_subject,not_non_subject
wsj_1110,contrast,antithesis,NS,say,other,"Orders for military equipment, household appliances, machinery and other goods expected to last at least three years dipped 0.1% last month, to $126.68 billion, after leaping 3.9% in August, the department said.//Most analysts had expected a sharper decline after the steep rise in August.",non pronoun,other,other,not_subject,not_non_subject
wsj_1110,contrast,Contrast,NN,contribute,other,"Moreover, a recent government report showing widespread layoffs in manufacturing had contributed to perceptions that the manufacturing sector of the economy had slowed to a crawl.//But many economists pointed to a 1.8% September rise in orders outside the volatile transportation category.",non pronoun,other,other,not_subject,not_non_subject
wsj_1110,contrast,Contrast,NN,grow,other,In July unfilled orders grew 1%.//But analysts noted that excluding transportation-where what they believe was a temporary surge in auto demand pushed up the figures-order backlogs have declined for three months in a row.,non pronoun,other,other,not_subject,not_non_subject
wsj_1110,contrast,concession,NS,say,other,"But a Commerce Department analyst said that in both months orders would have risen had it not been for a drop in civilian aircraft bookings, a category that is showing declines only after a huge surge earlier this year.//Still, Milton Hudson, senior economic adviser at Morgan Guaranty Trust Co. in New York, said: ""If you look back a half-year or so the evidence was pretty good of affirmative strength in the capital-goods sector.
Now at least there are question marks about that, and without any question the pace of growth has slowed.""",non pronoun,other,other,not_subject,not_non_subject
wsj_1110,contrast,Contrast,NN,rise,other,"that in both months orders would have risen//had it not been for a drop in civilian aircraft bookings, a category that is showing declines only after a huge surge earlier this year.",pronoun,other,other,not_subject,not_non_subject
wsj_0614,contrast,Contrast,NN,expect,non_subject,"QUANTUM CHEMICAL Corp. 's plant in Morris, Ill., is expected to resume production in early 1990.//The year was misstated in Friday's editions.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0604,contrast,Contrast,NN,eked,other,"In 1988, Kidder eked out a $46 million profit, mainly because of severe cost cutting.//Its 1,400-member brokerage operation reported an estimated $5 million loss last year, although Kidder expects it to turn a profit this year. 

In fact, Kidder is a minor player in just about every business it does except computer-driven program trading; in that controversial business, only Morgan Stanley & Co. rivals Kidder.
But even that niche is under attack, as several Wall Street firms pulled back from program trading last week under pressure from big investors.",non pronoun,other,other,not_subject,not_non_subject
wsj_0604,contrast,antithesis,SN,rival,non_subject,"except computer-driven program trading; in that controversial business, only Morgan Stanley & Co. rivals Kidder.//But even that niche is under attack, as several Wall Street firms pulled back from program trading last week under pressure from big investors.",non pronoun,non_subject,non_subject,not_subject,non_subject
wsj_0604,contrast,antithesis,SN,bicker,other,"So far, instead of teaming up, GE Capital staffers and Kidder investment bankers have bickered.//Yet, says Mr. Carpenter, ""We've really started to exploit the synergy between GE Capital and Kidder Peabody.""",pronoun,other,other,not_subject,not_non_subject
wsj_0604,contrast,antithesis,SN,be,subject,"Kidder competitors aren't outwardly hostile to the firm, as many are to a tough competitor like Drexel Burnham Lambert Inc. that doesn't have Kidder's long history.//However, competitors say that Kidder's hiring binge involving executive-level staffers, some with multiple-year contract guarantees, could backfire unless there are results.",non pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0676,contrast,Contrast,NN,sell,subject,"Thomas Jefferson sold Congress on the idea of the decimal system for currency, thus saving Americans the headaches of pounds, shillings and pence.//But he struck out with the decimal system of metric weights and measures the French had invented.
Instead, Congress opted for the inches, feet and yards the colonists had brought with them. 

Americans didn't dislike metrics; they simply ignored them.
Scientists felt differently.",pronoun,FALSE,FALSE,subject,not_non_subject
wsj_0676,contrast,Contrast,NN,dislike,other,Americans didn't dislike metrics; they simply ignored them.//Scientists felt differently.,non pronoun,other,other,not_subject,not_non_subject
wsj_0676,contrast,antithesis,NS,use,other,"General Motors, for example, uses metric terms for its automobile bodies and power trains.//(In auto advertising, however, items such as wheelbases are still described in inches.)",non pronoun,other,other,not_subject,not_non_subject
wsj_0666,contrast,concession,SN,double,subject,"As the good times rolled they more than doubled their prices for pulp, a raw material used in all sorts of paper, to $830 a metric ton this past spring from $380 a ton at the start of 1986.//But now the companies are getting into trouble because they undertook a record expansion program while they were raising prices sharply.
Third-quarter profits fell at several companies.",non pronoun,FALSE,TRUE,subject,not_non_subject
wsj_1162,contrast,Contrast,NN,start,other,"People start their own businesses for many reasons.//But a chance to fill out sales-tax records is rarely one of them. 

Red tape is the bugaboo of small business.",non pronoun,other,other,not_subject,not_non_subject
wsj_1162,contrast,concession,SN,be,other,"Ironically, the person who wants to run his or her own business is probably the active, results-oriented sort most likely to hate meeting the rules and record-keeping demands of federal, state and local regulators.//Yet every business owner has to face the mound of forms and regulations -- and often is the only one available to tackle it.",non pronoun,other,other,not_subject,not_non_subject
